workorderno,Wo_Count,Pcs On Pallet
85579589,2,32
85583962,2,32
85583966,2,32
85584056,2,18
85584185,2,32
85584389,2,18
85584521,2,18
85584740,2,48
85585327,2,32
85585434,2,32
85585447,2,32
85585478,2,18
85585601,2,12
85585895,2,32
85585898,2,48
85585958,2,18
85585965,2,32
85586000,2,18
85586253,2,32
85588903,2,32
85589472,2,32
85589530,2,18
85589709,2,32
85589811,2,32
85589812,2,12
85589847,2,18
85590542,2,12
85590546,2,18
85590552,2,18
85590790,2,18
85593422,2,32
85596844,2,18
85596847,2,18
85597014,2,18
85597021,2,18
85597103,2,48
85597293,2,12
85599480,2,18
85601411,2,32
85601701,2,32
85602864,2,18
85603550,2,48
85603851,2,18
85604039,2,18
85604040,2,18
85604154,2,18
85604238,2,18
85604245,2,18
85604250,2,18
85604707,2,18
85610604,2,18
85610729,2,18
85610732,2,18
85611156,2,48
85611171,2,18
85611685,2,48
85612506,2,18
85612508,2,18
85612608,2,48
4121145,3,32
85431297,3,32
85441748,3,12
85441799,3,32
85442548,3,12
85457043,3,32
85459230,3,12
85459244,3,42
85459330,3,18
85462312,3,32
85462867,3,12
85464546,3,32
85464770,3,32
85468893,3,18
85469792,3,42
85472648,3,18
85472807,3,12
85477085,3,12
85478037,3,32
85478432,3,18
85480050,3,32
85480087,3,48
85482377,3,48
85482724,3,32
85483430,3,18
85483681,3,48
85484263,3,32
85484275,3,32
85484402,3,32
85484853,3,32
85484899,3,42
85484903,3,32
85484904,3,32
85484905,3,32
85485445,3,32
85490745,3,32
85492041,3,12
85492042,3,12
85492159,3,12
85495444,3,32
85497602,3,32
85497800,3,32
85498542,3,18
85498555,3,18
85501888,3,48
85502097,3,32
85502098,3,32
85502099,3,32
85502548,3,32
85502590,3,48
85502834,3,48
85502838,3,48
85503290,3,18
85503613,3,48
85504196,3,32
85505386,3,48
85505394,3,32
85507658,3,18
85507764,3,32
85507972,3,18
85508584,3,48
85508945,3,12
85509570,3,18
85509823,3,32
85509844,3,32
85510189,3,32
85510194,3,12
85511582,3,18
85511638,3,48
85511772,3,48
85512295,3,18
85513063,3,18
85514555,3,18
85515545,3,54
85515575,3,32
85516754,3,48
85517298,3,18
85518013,3,32
85521101,3,32
85521636,3,18
85522392,3,32
85523600,3,18
85524907,3,48
85525261,3,32
85526883,3,32
85527935,3,48
85529952,3,18
85530111,3,32
85531709,3,8
85531721,3,32
85531978,3,18
85534246,3,32
85535123,3,18
85536212,3,12
85537268,3,18
85539164,3,32
85539493,3,18
85539594,3,12
85540275,3,18
85540984,3,40
85543610,3,32
85543700,3,48
85544071,3,32
85544631,3,48
85545238,3,12
85545243,3,18
85545246,3,18
85545715,3,32
85546767,3,18
85552534,3,18
85552678,3,32
85552713,3,32
85553137,3,18
85553388,3,18
85553412,3,18
85553421,3,18
85554487,3,32
85555284,3,18
85556110,3,32
85556448,3,18
85557183,3,32
85557339,3,48
85559882,3,18
85561738,3,32
85562448,3,32
85565036,3,32
85568502,3,32
85568559,3,32
85568749,3,48
85571189,3,32
85571605,3,18
85572675,3,32
85572703,3,40
85572890,3,32
85573038,3,48
85573673,3,18
85574142,3,18
85577733,3,18
85577899,3,18
85577960,3,12
85578339,3,48
85578487,3,18
85579077,3,18
85579591,3,32
85579846,3,32
85579943,3,32
85579999,3,32
85581321,3,32
85582144,3,18
85582368,3,48
85583961,3,32
85583977,3,18
85585323,3,32
85585326,3,32
85585431,3,48
85585481,3,18
85585604,3,18
85585928,3,32
85586001,3,12
85589766,3,32
85589813,3,18
85590003,3,18
85590863,3,32
85591562,3,18
85593044,3,32
85593580,3,18
85595019,3,32
85597002,3,18
85597016,3,18
85597022,3,18
85598556,3,18
85599305,3,48
85601412,3,32
85601772,3,32
85603769,3,32
85603850,3,18
85604031,3,18
85604076,3,32
85604243,3,18
85610726,3,18
85283934,4,32
85413270,4,12
85413272,4,12
85420121,4,12
85435999,4,12
85438938,4,42
85441730,4,12
85442445,4,42
85444856,4,12
85458809,4,32
85459235,4,12
85459350,4,12
85462313,4,48
85464281,4,32
85464769,4,32
85476734,4,32
85477223,4,42
85480049,4,32
85482053,4,32
85482374,4,32
85484161,4,12
85486302,4,48
85488359,4,32
85489917,4,32
85491037,4,12
85492068,4,8
85492166,4,18
85498201,4,32
85498539,4,12
85498561,4,18
85503423,4,48
85503469,4,32
85505400,4,32
85505411,4,32
85506439,4,48
85507765,4,32
85509822,4,32
85511517,4,32
85512110,4,32
85513060,4,18
85513383,4,18
85513389,4,18
85513398,4,12
85515582,4,42
85515654,4,32
85518022,4,48
85522854,4,32
85523261,4,54
85525258,4,32
85526227,4,32
85526392,4,48
85529298,4,18
85529373,4,32
85530021,4,32
85531084,4,32
85531479,4,8
85531747,4,18
85534406,4,32
85535223,4,32
85535229,4,48
85537451,4,32
85537601,4,18
85539375,4,32
85539630,4,12
85539640,4,18
85542570,4,32
85543702,4,48
85545216,4,18
85545269,4,18
85546601,4,32
85546786,4,12
85549392,4,18
85550148,4,32
85550600,4,48
85552517,4,18
85552525,4,18
85552528,4,18
85553187,4,48
85553411,4,18
85555249,4,12
85555589,4,32
85555758,4,32
85556832,4,32
85560915,4,12
85561332,4,32
85561960,4,32
85562346,4,32
85565035,4,32
85567005,4,32
85571902,4,32
85573055,4,32
85573432,4,12
85573611,4,32
85573668,4,12
85574338,4,12
85576340,4,18
85576984,4,18
85577021,4,32
85577958,4,48
85577976,4,18
85578311,4,32
85578363,4,48
85578366,4,18
85579026,4,32
85579095,4,32
85579097,4,32
85579575,4,32
85579824,4,48
85579868,4,32
85580015,4,32
85580413,4,18
85583981,4,12
85585212,4,32
85585435,4,32
85585470,4,32
85585914,4,32
85589050,4,32
85589327,4,48
85592299,4,32
85594908,4,48
85595060,4,32
85598902,4,18
85604219,4,32
85604247,4,18
85604285,4,32
85610765,4,18
85612482,4,18
85192734,5,18
85192735,5,18
85298270,5,32
85392978,5,12
85392981,5,12
85398090,5,18
85410257,5,12
85410399,5,12
85410400,5,12
85410401,5,12
85410630,5,12
85413276,5,12
85429227,5,12
85431619,5,12
85436000,5,12
85437760,5,12
85441450,5,42
85441511,5,32
85441609,5,48
85442048,5,32
85442101,5,48
85442103,5,32
85442610,5,42
85457004,5,18
85457008,5,18
85457042,5,32
85457045,5,32
85462310,5,32
85462356,5,32
85462815,5,12
85463145,5,18
85463344,5,12
85463516,5,18
85463603,5,18
85464540,5,32
85464776,5,48
85464777,5,48
85468971,5,32
85469286,5,32
85469287,5,32
85470050,5,48
85472451,5,32
85475802,5,12
85476318,5,32
85476570,5,32
85480060,5,32
85480100,5,32
85482910,5,32
85484055,5,48
85484399,5,32
85484799,5,32
85486200,5,32
85492207,5,12
85494159,5,12
85496268,5,32
85496759,5,32
85497492,5,48
85497983,5,42
85498197,5,32
85501209,5,48
85501886,5,32
85501887,5,32
85502095,5,32
85502222,5,32
85502223,5,32
85502279,5,32
85502364,5,32
85502365,5,32
85502388,5,32
85502645,5,32
85502951,5,32
85503286,5,32
85503421,5,32
85504009,5,32
85504894,5,32
85505179,5,32
85505278,5,48
85505883,5,32
85507970,5,18
85507971,5,18
85509673,5,32
85509762,5,32
85509959,5,32
85510536,5,32
85510767,5,32
85511634,5,18
85511635,5,48
85512135,5,32
85512136,5,32
85512822,5,18
85512826,5,18
85513650,5,32
85513793,5,32
85515612,5,48
85516251,5,42
85516474,5,48
85517136,5,32
85518688,5,32
85522789,5,32
85523189,5,32
85523396,5,40
85523541,5,48
85524154,5,32
85524524,5,32
85524605,5,18
85529704,5,32
85530166,5,32
85531086,5,32
85531242,5,32
85531297,5,32
85532018,5,48
85532020,5,32
85532218,5,32
85532604,5,48
85533788,5,32
85533928,5,48
85533931,5,32
85534184,5,32
85534247,5,32
85534437,5,18
85534459,5,48
85534565,5,32
85538855,5,32
85539050,5,18
85539241,5,18
85539367,5,32
85540983,5,40
85541091,5,32
85541107,5,32
85541232,5,40
85542506,5,32
85543383,5,32
85543641,5,40
85543868,5,48
85544269,5,32
85544270,5,32
85544628,5,18
85545155,5,18
85545712,5,48
85546602,5,32
85546688,5,48
85546734,5,18
85546768,5,32
85550276,5,32
85550302,5,32
85550603,5,32
85551479,5,48
85552112,5,18
85552115,5,32
85552516,5,18
85552686,5,32
85554225,5,40
85554806,5,18
85555287,5,48
85555288,5,32
85555291,5,32
85555292,5,32
85555294,5,32
85555416,5,48
85555757,5,32
85556134,5,18
85556507,5,32
85556816,5,32
85556950,5,32
85557061,5,32
85557062,5,48
85557141,5,48
85561371,5,18
85562038,5,48
85562079,5,32
85562190,5,32
85562239,5,32
85563165,5,48
85564603,5,32
85565032,5,32
85565033,5,32
85565116,5,32
85567914,5,18
85572302,5,18
85572704,5,48
85574175,5,32
85574825,5,32
85576640,5,32
85577500,5,12
85577501,5,12
85578306,5,48
85578334,5,32
85578382,5,18
85579825,5,32
85581154,5,32
85583949,5,18
85584623,5,32
85584744,5,32
85584856,5,32
85585213,5,32
85585432,5,32
85585433,5,32
85585467,5,32
85585482,5,18
85588601,5,18
85589712,5,18
85589815,5,18
85590198,5,32
85590526,5,32
85590533,5,32
85590534,5,32
85590548,5,18
85590734,5,32
85590869,5,32
85591575,5,18
85593046,5,32
85595766,5,18
85595767,5,18
85595768,5,18
85595769,5,18
85595770,5,18
85595771,5,18
85595772,5,32
85595773,5,32
85595775,5,32
85595776,5,32
85595777,5,32
85595778,5,48
85595779,5,48
85595780,5,48
85595781,5,32
85595782,5,48
85595783,5,32
85596845,5,18
85597312,5,18
85599986,5,32
85601459,5,32
85601703,5,32
85602190,5,18
85604669,5,18
85423444,6,32
85429983,6,12
85443814,6,12
85447421,6,48
85470879,6,48
85471024,6,32
85476970,6,32
85484928,6,32
85492163,6,18
85497756,6,32
85503591,6,48
85504914,6,18
85505383,6,48
85505882,6,32
85506026,6,32
85508588,6,42
85510305,6,32
85516249,6,48
85516964,6,18
85518027,6,18
85521987,6,18
85524777,6,12
85525262,6,32
85529665,6,32
85533929,6,48
85538687,6,18
85541119,6,12
85545260,6,18
85549837,6,12
85552521,6,18
85552710,6,48
85556452,6,18
85557340,6,48
85559778,6,48
85559878,6,32
85559881,6,18
85561331,6,32
85562956,6,48
85562994,6,48
85566466,6,32
85566524,6,32
85577024,6,32
85577985,6,18
85578359,6,18
85578412,6,48
85589328,6,32
85596047,6,48
85597020,6,18
85597298,6,18
85604156,6,48
85425322,7,32
85463521,7,42
85470102,7,32
85472453,7,12
85485605,7,12
85486481,7,32
85495658,7,42
85498202,7,32
85502534,7,32
85510186,7,32
85510188,7,32
85511516,7,32
85513407,7,18
85517458,7,40
85524608,7,18
85529705,7,32
85537765,7,32
85541118,7,18
85552515,7,12
85553386,7,12
85557263,7,48
85561413,7,32
85572298,7,32
85572300,7,32
85578596,7,32
85583980,7,18
85584541,7,32
85585064,7,32
85590662,7,32
85597000,7,32
85597008,7,32
85610730,7,18
85611684,7,48
84853941,8,12
85393066,8,12
85410672,8,12
85441913,8,32
85442102,8,32
85442104,8,32
85464006,8,42
85476043,8,32
85484045,8,12
85495716,8,54
85496404,8,32
85503465,8,32
85505401,8,32
85505591,8,48
85510950,8,32
85518025,8,48
85526512,8,32
85528130,8,32
85535219,8,48
85537714,8,32
85539087,8,48
85543869,8,32
85545235,8,48
85552224,8,18
85556451,8,12
85556831,8,18
85564602,8,32
85573669,8,12
85573676,8,18
85577499,8,18
85579038,8,32
85584857,8,32
85590547,8,18
85593421,8,32
85595866,8,18
85596999,8,32
85597007,8,48
85602157,8,18
85277324,9,32
85393068,9,12
85443818,9,12
85457005,9,18
85457014,9,32
85459237,9,12
85466041,9,12
85470051,9,32
85494160,9,12
85516738,9,32
85529370,9,32
85539403,9,18
85559780,9,48
85577458,9,32
85579710,9,48
85579711,9,32
85585135,9,32
85228369,10,18
85269368,10,12
85329109,10,12
85368839,10,32
85368840,10,32
85369688,10,12
85394046,10,32
85394047,10,32
85403024,10,18
85410398,10,18
85410412,10,48
85410631,10,12
85410792,10,18
85429635,10,32
85430010,10,32
85430027,10,32
85430028,10,32
85430510,10,32
85430511,10,32
85436985,10,32
85436987,10,32
85441513,10,32
85442825,10,32
85443812,10,32
85448512,10,42
85457006,10,18
85457010,10,18
85457046,10,32
85457399,10,42
85457400,10,42
85463144,10,18
85465298,10,32
85469900,10,32
85476965,10,32
85476966,10,32
85477737,10,32
85477772,10,32
85477773,10,32
85478228,10,32
85478238,10,54
85482723,10,32
85482905,10,32
85484036,10,32
85484400,10,32
85487425,10,32
85487544,10,32
85488054,10,32
85488712,10,12
85489199,10,32
85492160,10,18
85495446,10,48
85495785,10,54
85497064,10,42
85497723,10,12
85498001,10,32
85498308,10,12
85498309,10,12
85498310,10,32
85498550,10,12
85503592,10,32
85504010,10,32
85504557,10,18
85504562,10,32
85504565,10,32
85504891,10,48
85504892,10,32
85504893,10,32
85505391,10,32
85505396,10,48
85505916,10,48
85505921,10,12
85506389,10,32
85506391,10,32
85507768,10,18
85509296,10,32
85510137,10,32
85510436,10,32
85510768,10,32
85511636,10,32
85512820,10,12
85514508,10,42
85515509,10,32
85517463,10,32
85521543,10,18
85522611,10,32
85523040,10,32
85523041,10,32
85523107,10,32
85525248,10,18
85526447,10,32
85529287,10,18
85529290,10,18
85529291,10,18
85529369,10,48
85530091,10,48
85532349,10,18
85532403,10,32
85533785,10,18
85534117,10,18
85534563,10,32
85534564,10,48
85535008,10,18
85535091,10,18
85535288,10,18
85536058,10,48
85536873,10,32
85536990,10,32
85537269,10,18
85538901,10,32
85539516,10,32
85540011,10,18
85543574,10,32
85543703,10,32
85543893,10,32
85544252,10,48
85544611,10,48
85544629,10,32
85545232,10,48
85545805,10,32
85546769,10,32
85547710,10,32
85550002,10,32
85550217,10,32
85551361,10,48
85551426,10,48
85551721,10,48
85551747,10,32
85551760,10,48
85552116,10,32
85552117,10,32
85552217,10,32
85552218,10,32
85553182,10,18
85553413,10,18
85555109,10,12
85555286,10,48
85555289,10,32
85557140,10,48
85557184,10,48
85557207,10,32
85557208,10,32
85561771,10,32
85561952,10,32
85562032,10,48
85562984,10,32
85572303,10,18
85572305,10,18
85573040,10,32
85577825,10,18
85577996,10,18
85578677,10,32
85578819,10,32
85578820,10,32
85580016,10,32
85580930,10,32
85580948,10,32
85583920,10,32
85584288,10,18
85585071,10,18
85585133,10,48
85585912,10,32
85586393,10,32
85586636,10,32
85589008,10,32
85591578,10,32
85601477,10,48
85602143,10,48
85602195,10,32
85604288,10,18
85235772,11,18
85459247,11,42
85463691,11,18
85503432,11,32
85512127,11,18
85530994,11,32
85553409,11,8
85556911,11,32
85561320,11,32
85578378,11,18
85291791,12,4
85470632,12,12
85497601,12,32
85501208,12,48
85505385,12,48
85510566,12,32
85516739,12,54
85522853,12,48
85535190,12,18
85539460,12,32
85545265,12,18
85552283,12,18
85577262,12,32
85577986,12,18
85585896,12,32
85590529,12,32
85474319,13,18
85497755,13,32
85553382,13,18
85553422,13,18
85577028,13,32
85349841,14,32
85424094,14,12
85457015,14,32
85457016,14,32
85465699,14,48
85486830,14,48
85495700,14,32
85512111,14,48
85521607,14,18
85530116,14,32
85554127,14,48
85556949,14,48
85583967,14,32
85604232,14,18
85274385,15,32
85368230,15,32
85394043,15,32
85408222,15,12
85424537,15,32
85429864,15,12
85442824,15,32
85443816,15,12
85448513,15,42
85448690,15,42
85457002,15,18
85457019,15,32
85458793,15,48
85459232,15,12
85476322,15,32
85476738,15,32
85483584,15,48
85484157,15,32
85484901,15,40
85488622,15,48
85488829,15,24
85495789,15,42
85496051,15,32
85496760,15,32
85496765,15,54
85497724,15,32
85503232,15,48
85504570,15,32
85504573,15,48
85504896,15,32
85515636,15,32
85515661,15,32
85516250,15,32
85516745,15,40
85517280,15,32
85520215,15,12
85520216,15,12
85523260,15,32
85528379,15,32
85528567,15,32
85528696,15,48
85528697,15,32
85534438,15,32
85535224,15,32
85536056,15,48
85536057,15,48
85536059,15,48
85539409,15,18
85540463,15,32
85545146,15,48
85545271,15,18
85549586,15,48
85550599,15,48
85551722,15,32
85553420,15,18
85555237,15,32
85555272,15,32
85557060,15,18
85557206,15,32
85562033,15,32
85564928,15,32
85573433,15,18
85577260,15,32
85577827,15,18
85578411,15,32
85579188,15,32
85579349,15,32
85580014,15,32
85581149,15,32
85581150,15,32
85581151,15,32
85584285,15,32
85585996,15,32
85589590,15,32
85592166,15,32
85606288,15,48
85476574,16,18
85547717,16,18
85551366,16,32
85552533,16,18
85560916,16,12
85591557,16,12
85604034,16,18
84853944,17,12
85410566,17,18
85529379,17,48
85534460,17,48
85535222,17,32
85556444,17,32
85571699,17,32
85572653,17,32
85585929,17,32
85593061,17,18
85219922,18,48
85439409,18,12
85449996,18,48
85449997,18,48
85450001,18,48
85469703,18,18
85489860,18,48
85510940,18,32
85511810,18,32
85512115,18,18
85512116,18,18
85512117,18,18
85512118,18,18
85512120,18,18
85512121,18,18
85512122,18,18
85529297,18,18
85532326,18,32
85539377,18,32
85539636,18,18
85555755,18,18
85555756,18,18
85579587,18,32
85610592,18,18
85466712,19,12
85151032,20,40
85235773,20,18
85235777,20,18
85235781,20,18
85298469,20,40
85330323,20,48
85359629,20,18
85372889,20,48
85381942,20,18
85381946,20,18
85394045,20,32
85408223,20,12
85410259,20,32
85410420,20,32
85443205,20,12
85449240,20,32
85457039,20,32
85457710,20,42
85463150,20,32
85465511,20,32
85470633,20,12
85476323,20,32
85476866,20,42
85478160,20,54
85478885,20,42
85503464,20,48
85503778,20,18
85504151,20,32
85504574,20,48
85505390,20,32
85506390,20,32
85506392,20,32
85508880,20,18
85509286,20,18
85510140,20,42
85510496,20,32
85515193,20,32
85515635,20,32
85516851,20,32
85521112,20,32
85521988,20,12
85522037,20,32
85522555,20,48
85523039,20,32
85528547,20,32
85528566,20,32
85529145,20,32
85534468,20,32
85535406,20,32
85536025,20,48
85536055,20,32
85536187,20,18
85537820,20,12
85538814,20,32
85539242,20,32
85539461,20,32
85541081,20,32
85541103,20,18
85543970,20,48
85553406,20,18
85556672,20,48
85562034,20,32
85562037,20,32
85565114,20,32
85565210,20,32
85567918,20,32
85572101,20,18
85573613,20,32
85574417,20,32
85574532,20,48
85578985,20,32
85579029,20,32
85579302,20,48
85582106,20,48
85583546,20,32
85589816,20,18
85591523,20,32
85594904,20,48
85595020,20,32
85598759,20,18
85600877,20,18
85601122,20,32
85601123,20,32
85601124,20,32
85601125,20,32
85602158,20,32
85606417,20,48
85608770,20,18
85505397,21,48
85515673,21,54
85578379,21,18
85235778,22,18
85457021,22,32
85504895,22,40
85512119,22,18
85539639,22,18
85559779,22,48
85566997,22,48
85591469,22,32
85507769,23,18
85557213,23,32
85604236,23,18
85235774,24,18
85443817,24,12
85497999,24,32
85410258,25,48
85441248,25,12
85457708,25,42
85478006,25,42
85493646,25,12
85504197,25,32
85510565,25,32
85512114,25,48
85517462,25,48
85522036,25,18
85529334,25,48
85534562,25,32
85535353,25,48
85539048,25,32
85539489,25,32
85541124,25,32
85544069,25,32
85544505,25,48
85552282,25,18
85552307,25,18
85557247,25,48
85559839,25,48
85562036,25,32
85562203,25,32
85572706,25,18
85573039,25,32
85584743,25,32
85585060,25,40
85505410,26,48
85523564,27,48
85534561,27,32
85583957,27,48
85516165,28,32
85515581,29,42
84653157,30,8
84653222,30,8
84686544,30,8
85410624,30,18
85430467,30,32
85436070,30,42
85449239,30,32
85459298,30,48
85470414,30,32
85472665,30,54
85489926,30,54
85492051,30,12
85495660,30,48
85506018,30,48
85506025,30,32
85524701,30,18
85532401,30,48
85536024,30,32
85536053,30,32
85536054,30,32
85536062,30,32
85536065,30,48
85536215,30,32
85540336,30,48
85545711,30,32
85547716,30,18
85551764,30,18
85552685,30,18
85556916,30,32
85557760,30,48
85559396,30,48
85562746,30,32
85565963,30,12
85566521,30,48
85568123,30,32
85573519,30,32
85574232,30,32
85575943,30,18
85577263,30,32
85578341,30,12
85579231,30,32
85586850,30,32
85439278,32,12
85503596,32,54
85504604,32,48
85559781,32,48
85534458,33,32
85603544,34,18
85410414,35,32
85410418,35,32
85412367,35,40
85457020,35,32
85457022,35,32
85502451,35,32
85534469,35,48
85567917,35,32
84861473,36,18
85228366,36,48
85544609,36,48
85551642,36,32
85537205,39,32
85449165,40,32
85449238,40,32
85457711,40,42
85458804,40,32
85464224,40,48
85465381,40,32
85505914,40,48
85539488,40,32
85540482,40,32
85545507,40,32
85545709,40,32
85547705,40,18
85567775,40,32
85581226,42,48
85579867,44,32
85604242,44,18
85243950,45,12
85409797,45,12
85463147,46,32
85517146,46,48
85511262,47,32
85551763,47,32
85051066,50,40
85142555,50,18
85423257,50,48
85431504,50,42
85448507,50,42
85464381,50,32
85509300,50,48
85533534,50,54
85535405,50,32
85536064,50,32
85543424,50,32
85546738,50,18
85559776,50,32
85579588,50,32
85597023,50,18
85603552,50,32
85516171,52,32
85464383,54,54
85410623,55,18
85538999,55,32
85595704,56,32
85463146,58,32
85430384,60,48
85430951,60,42
85442830,60,32
85443694,60,48
85505915,60,48
85540267,60,32
85540481,60,32
85544911,60,48
85585062,60,48
85590550,60,18
85602126,60,48
85602172,60,32
85485413,64,54
85561770,64,32
85482953,65,32
85497727,70,54
85531683,70,32
85552225,70,48
85560438,70,40
85568237,70,42
85383101,72,14
85602221,72,48
85553135,74,32
85534467,75,32
85571188,75,32
85603553,75,32
85442812,77,32
85463149,80,32
85544206,80,48
85553303,80,32
85545702,82,32
85510568,89,48
85602339,90,32
85515543,91,48
85465546,100,32
85562901,102,48
85602230,107,32
85463154,120,32
85585995,124,18
85508505,125,32
85503998,128,42
85442819,140,32
85491397,150,54
85463148,160,32
85463153,160,32
85442820,173,32
85463151,180,32
85463155,180,32
85333234,200,32
85333236,200,32
85506037,218,18
85384314,250,48
85572299,250,32
85463199,300,32
85472473,300,48
85603768,300,32
85353211,380,18
85449992,500,32